radius,fraction,migration,r1_occurrence,germline,embryo,conversion,fitness,dominantR2,recessiveR2,invasiveness,suppressed_withoutChase,drive_lost_withoutChase,pop_resistence_without_chase,suppressed_afterChase,drive_lost_afterChase,pop_resistence_after_chase, long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending_population_size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile,final_female_fertile
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,211,0,0,0,0,13,8102,198,1932,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,341,0.396981,0.628973,0.0916984,16298,14,8618,327,1807,6064
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,159,0,0,0,0,12,14645,147,4394,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,1,0,0,0,0,16,0.374856,0.605784,0.0848386,10408,0,0,0,0,4125
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,440,0,0,0,0,13,7502,427,1757,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
