radius,fraction,migration,growth,germline,embryo,conversion,fitness,dominantR2,recessiveR2invasiveness,suppressed_withoutChase,drive_lost_withoutChase,suppressed_afterChase,drive_lost_afterChase,long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending population size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.522617,0.780475,0.0649694,52240,22,50894,978,18606
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.508137,0.765525,0.0691787,52415,16,51164,984,18812
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.517086,0.774271,0.0707072,50596,12,51239,988,18894
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.522767,0.78077,0.0662258,50577,16,51059,984,18749
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.519957,0.77513,0.0728646,50985,17,51026,983,18714
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.519832,0.775477,0.0679317,50801,14,51245,986,18880
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.514903,0.770697,0.0733915,52472,13,51222,987,18859
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.532763,0.787327,0.0672272,49950,11,51168,989,18860
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.520177,0.777756,0.0671021,51295,11,51295,989,18935
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.517516,0.775592,0.0666519,51754,18,51144,982,18779
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.531606,0.788318,0.0655236,50623,17,51251,983,18867
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.518278,0.77333,0.0688495,51264,12,51186,988,18867
