radius,fraction,migration,growth,germline,embryo,fitness,invasiveness,suppressed_withoutChase,drive_lost_withoutChase,suppressed_afterChase,drive_lost_afterChase,long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending population size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,185,0,0,0,103086,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,204,0,0,0,103272,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,307,0,0,0,104364,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,422,0,0,0,103879,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,177,0,0,0,102885,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,284,0,0,0,103257,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,365,0,0,0,103642,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,296,0,0,0,104169,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,301,0,0,0,103368,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,173,0,0,0,103658,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,237,0,0,0,103750,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,238,0,0,0,103385,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,313,0,0,0,103886,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,149,0,0,0,103196,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,211,0,0,0,102787,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,225,0,0,0,103403,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,276,0,0,0,103082,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,346,0,0,0,103562,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,207,0,0,0,103641,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,188,0,0,0,103434,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,193,0,0,0,103837,0,0,0,0
0.2,0.2,0.01,7.5,1,0,1,0,0,1,0,0,0,298,0,0,0,103866,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,286,0,0,0,103533,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,322,0,0,0,104366,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,198,0,0,0,103162,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,239,0,0,0,103760,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,188,0,0,0,103559,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,0,0,0,0,239,0,0,0,103760,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,0,0,0,0,188,0,0,0,103559,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,359,0,0,0,104337,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,300,0,0,0,103672,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,246,0,0,0,104192,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,133,0,0,0,103713,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,201,0,0,0,104143,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,250,0,0,0,104725,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,385,0,0,0,102937,0,0,0,0
0.2,0.2,0.01,8,1,0,1,0,0,1,0,0,0,294,0,0,0,103930,0,0,0,0
